id,framework,title,acronym,objective,keywords,start_date,end_date,total_cost,ec_max_contribution,funding_scheme,status,topics,legal_basis
101208898,HORIZON,Bringing epigraphene nanoelectronics to life,EpigraFET,"Two decades ago, epigraphene (EG) nanoelectronics was proposed at Georgia Tech as a successor of silicon because this 2D material can exploit currently unutilized properties of charge carriers, like quantum coherence and the electronic spin, to realize faster, smaller and more energy efficient devices than is possible with silicon. In a recent breakthrough paper EG grown on a silicon carbide was shown to be a record breaking 2D semiconductor that is uniquely compatible with conventional nanoelectronics production methods. Working with the pioneers of EG, my research project proposes to demonstrate low power semiconducting epigraphene (SEG) tunnelling field effect transistors (TFET), with record breaking speeds. At GT I will grow chip-scale SEG, fabricate and optimise conventional SEG FETs, followed with development of prototype TFETs devices. SEG will be interconnected with epigraphene nanoribbons that have extraordinary ballistic transport properties of which the physics is still not well understood. 
This knowledge will then be transferred to Grenoble where electronic spin and quantum coherence properties will be demonstrated in intercalated heterostructures that can be incorporated in advanced SEG devices. These properties, including edge state properties will be investigated using a variety of transport and local probe techniques to provide a solid foundation for SEG nanoelectronics. 
This proposal has a critical scientific impact especially in elucidating the nature of the graphene edge state with quantum coherent properties easily assessable cryogenic temperatures (≈10K) and 10 micron device length scales that are relevant for practical quantum computing. The development of epigraphene nanoelectronics will revolutionize electronics, and as was successfully argued in the 1B€ European Graphene Flagship program, it will have a huge societal and economic impact for Europe. It will stimulate a worldwide SEG effort and put me at the forefront of this emerging field.","Graphene, Semiconductors, 2-dimensional materials, Tunnel field effect transistor, Epitaxial growth",2025-05-05,2028-05-04,0.00,413379.72,HORIZON-TMA-MSCA-PF-GF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101202109,HORIZON,Quantum-secure multi-party deep learning,QSDL,"Deep Neural Networks (DNNs) have sparked a revolution across multiple domains. However, the escalating computational demands of advanced DNNs have led to the need for high-power consumption accelerators, which hinders their deployment on low-power devices. To enable advanced DNNs on such devices, the industry has resorted to offloading computationally intensive DNN inference to cloud servers. Nevertheless, this offloading architecture introduces vulnerabilities that compromise data security, presenting a pressing challenge, particularly in AI applications where data privacy is essential.
In response, I propose a pioneering approach that harnesses the quantum nature of light to establish a practical paradigm for information-theoretically secure deep learning, where clients safeguard their sensitive data, and servers protect their proprietary AI models. This project delves into information science, aiming to explore theoretically and experimentally whether quantum science can offer practical advantages in privacy-preserving inner products against limited adversaries. The innovative essence of this proposal lies in the demonstration of quantum private deep learning in Prof. Englund's lab at MIT, utilizing an optical network. The experimental validation of the protocol with real-life healthcare devices in collaboration with Prof. Katz (HUJI) will unlock a new era of machine learning applications, including the secure utilization of AI in healthcare (e.g., IBM's Watson, Aidoc’s aiOS) and AI assistance (e.g., ChatGPT, Bard). This work may also reshape regulations like the EU General Data Protection Regulation.","Quantum cryptography, Optical communication, Secure computation,  Deep Learning",2025-06-01,2028-05-31,0.00,415823.64,HORIZON-TMA-MSCA-PF-GF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101208849,HORIZON,Processing and Resourcefulness Of Non-Gaussian Quantum Correlations,PRONOUNCE,"Project PRONOUNCE aims at solving the open question about the need of non-Gaussian quantum correlations (nGQCs) for quantum advantage in photonic quantum computing. Through a diversity of techniques, ranging from stellar rank theory to symplectic geometry and distribution theory, the fellow will first characterize nGQCs that are essential for specific tasks and study them in the specific framework of photon-subtracted multimode Gaussian states (PSMG states). The project is articulated in 3 objectives, OI-III, whose purpose is to characterize and understand the problem from all possible aspects: in OI, the fellow will directly address the issue of resourcefulness of nGQCs, with the main goal of finding instances of tasks that require these correlations for a quantum advantage. In OII he will delve deeper into the theoretical link between non-Gaussianity and quantum correlations, particularly to assess if nGQCs are helpful to remotely generate Wigner negativity and if there is a relationship with quantum steering, as there is for Gaussian states. Finally, in OIII, he will explore the applications of these notions to quantum networks. PRONOUNCE will be carried out at Sorbonne Université, specifically in the Multimode Quantum Optics group of Laboratoire Kastler Brossel and the supervision of Dr. Mattia Walschaers; this is a leading equip in the field of multimode quantum optics, with a remarkable number of theoretical and experimental results scored during the last 30 years, ranging from pioneering studies on squeezed light to more recent investigations and generation of entangled quantum networks with more than 20 light modes. The peculiar mathematical background of the fellow, combined with the expertise of the team on quantum non-Gaussianity, will provide an ideal fit to carry out this ambitious project, whose result will entail a significant step forward in the development of photonic quantum computers with current and near-future technologies.","Photonic quantum computation, non-Gaussian quantum states, quantum advantage, quasi probability distributions",2025-10-01,2027-09-30,0.00,226420.56,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101202316,HORIZON,Quantum state engineering through PID control,QPIDControl,"The QPIDControl project will theoretically investigate the use of control schemes known from classical theory, namely proportional-integral-derivative (PID) controllers, to control the state of quantum systems. Over the last decade, interest in applying measurement-based feedback control to quantum systems has increased considerably. Given the versatility of PIDs, it is reasonable to expect that they may be applied to quantum systems, for instance for information processing and feedback control.

Most experimental implementations of feedback loops in quantum systems exclusively rely on the proportional action. Despite their relevance in classical control schemes, the integral and derivative actions have not been studied sufficiently in the context of quantum systems. The goal of QPIDControl is to achieve a new level of understanding of feedback loops by studying the combined effect of the proportional, integral and derivative actions, and to demonstrate the applicability PIDs for the generation of quantum states. First, we will theoretically study the use of PIDs for cooling and controlling a mechanical degree of freedom in an optomechanical system. Second, we will study how classical control schemes translate into quantum systems. Third, we will apply PIDs to characterise the generation and stabilisation of the state of an atom coupled to a waveguide.

During the project, we will actively collaborate with experimental groups to put the results into practice. The results of the project will be useful, for instance, for enhancing the design of optomechanical gravitational wave detectors, and in quantum computing, where qubits need to be initialised in specific states.","Quantum control, optomechanics, quantum computing, quantum information, nanomechanical oscillators, entanglement, quantum sensing, quantum speed limit",2025-05-01,2027-04-30,0.00,226276.80,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101208590,HORIZON,Generalized Quatum Batalin-Vilkovisky Formalism and Graphical Calculus,QuantGraph,"""One of the greatest successes of physics is the quantum field theory (QFT), with its stunningly accurate predictions. These are usually obtained by drawing so-called """"Feynman diagrams"""". In this fellowship, I will develop new methods to obtain and manipulate these diagrams, achieving the following two objectives:

The first objective is a generalization of the Batalin-Vilkovisky approach to QFT using ideas from symplectic geometry and operads. The outcome will be a category of operadic Batalin-Vilkovisky theories and generalized Lagrangian relations between them, together with a set of interesting examples and applications to topological recursion. This will be a common generalization of the ideas of Barannikov on modular operads and Batalin-Vilkovisky formalism, and the ideas of Ševera on the quantum odd symplectic category. 

The second objective is to develop computer assistant for graphical calculus, or an """"intelligent paper"""". This will be an app allowing the user to perform calculations with string diagrams for symmetric and braided tensor categories, bringing the formalism introduced by Penrose to the computer screen.

This will be a strongly interdisciplinary fellowship, combining mathematical research related to physics with applied computer science. Strong dissemination activities are planned to promote the app for graphical calculus, including a secondment at the School of Informatics at the University of Edinburgh, a leading research institute for quantum computing.

At the Departments of Mathematics and Physics of the Humboldt University in Berlin, I will benefit from the active scientific environment  and the expertise of my supervisor and co-supervisor. Their mentoring and the fellowship will develop my skills in mathematics, teaching, event organization and dissemination, allowing me to establish myself as a researcher.
""","quantum field theory, quantum algebra, symplectic geometry, computer assisted algebra, category theory",2026-09-01,2028-08-31,0.00,217965.12,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101204890,HORIZON,Quantum Adaptive Real-time Error Correction,QuARTEC,"A major focus of current quantum technology research is noise mitigation, whether through material improvements, decoupling strategies, or the design of noise-resistant quantum devices. Traditional non-adaptive methods struggle with unpredictable errors, such as solid-state defects, quantum information leakage, and correlated noise across qubits, limiting their efficiency. In the Quantum Adaptive Real-time Error Correction (QuARTEC) project, I will implement a novel approach that continuously monitors noise fluctuations and dynamically adjusts qubit control signals, optimizing quantum error correction (QEC) in real time. This builds upon my experience in real-time quantum feedback with single quantum bits (qubits).

By employing adaptive real-time techniques, QuARTEC addresses the limitations of conventional methods, significantly enhancing the stability and scalability of quantum processors while relaxing demanding error correction thresholds. I will receive high-fidelity multi-qubit operation training from experts at MIT and the University of Regensburg. The training provided through QuARTEC, with support from the MSCA-PF, will equip me to pursue a leadership role in the quantum field, whether in academia or industry.

The project will shift the burden of noise resilience from fragile quantum hardware to robust classical control systems. QuARTEC will leverage the synergy between quantum control, computation, and computer science to drive the next generation of quantum computing technologies.","quantum computing, quantum feedback, quantum control, superconducting qubits, spin qubits",2025-10-01,2028-09-30,0.00,401232.00,HORIZON-TMA-MSCA-PF-GF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101209198,HORIZON,Quantum Materials for Integrated nanoscale Neuromorphic computing Devices,Q-MIND,"In the last years, artificial intelligence (AI) has driven critical advancements in sectors like healthcare, autonomous vehicles, entertainment, and finance, transforming science, technology, and our daily lives. Deep-learning neural networks (NNs) are central to many of these AI systems due to their ability to learn complex patterns, largely owing to their nonlinear activation function. However, NNs are typically built on traditional von Neumann architectures, where separate memory and processing units result in inefficiencies, leading to high costs and energy consumption as AI models grow more complex. This has boosted great interest in unconventional computing architectures, like neuromorphic computing, which mimics the brain's design for more sustainable and scalable AI systems. Photonics presents a promising solution here, offering unmatched speed, parallel processing, and energy efficiency that outperform traditional electronic chips. Despite this potential, realizing all-optical NNs presents considerable technical challenges. Key obstacles include weak nonlinear optical interactions, which are essential for creating complex input-output relations in NNs via nonlinear activation functions. In turn, plasmonic systems can provide stronger nonlinearities, but ohmic losses hinder their application.

Q-MIND aims pioneer a radically-new nanometer-scale, ultrafast and energy-efficient technology to address current limitations in neuromorphic computing. Specifically, it will integrate phonon-polaritons—quantum hybrids of light and lattice vibrations—in 2D materials, which can guide light at the nanoscale with minimal energy loss, and heavily doped semiconductors, which will provide tunability and dynamic control of nonlinear interactions. Both materials' nonlocal behavior will be key to unlocking novel nanoscale nonlinear processes at the heart of Q-MIND's vision.

Q-MIND aligns with EU and UN priorities on sustainable development and AI and quantum technologies.","nonlinear optics, phonon polaritons, heavily doped semiconductors, nonlocality, hydrodynamic, two-dimensional materials, optical neural networks, hybrid photonics-plasmonics, field-effect",2026-01-01,2027-12-31,0.00,193643.28,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101207635,HORIZON,Spin Transport and Relaxation Dynamics in Single-Molecule Junctions,STARDAM,"Spin Transport and Relaxation Dynamics in Single-Molecule Junctions (STARDSMJ) aims at developing a toolbox of computational methods to study spin relaxation of molecular nanomagnets in the presence of charge fluctuations and external bias. This will allow us to investigate the factors affecting the spin relaxation in molecular magnets in realistic environments, namely in the operational conditions of nanoscale devices. 

Density Functional Theory combined with non-equilibrium Green's functions (NEGF) theory is the ab initio workhorse method for electron transport calculations. This, however, is limited to scattering from a static potential, while dynamical effects are typically included through appropriate self-energies in a perturbative way. In contrast, spin relaxation can be investigated by propagating in time master equations with parameters extracted from accurate electronic structure theory. In this case the molecule remains in a single charging state and inter-molecular interactions are of dipole-dipole nature. The main goal of STARDAM is to construct a formalism that can capture spin relaxation in an environment with fluctuating number of electrons, namely going beyond and unifying the two approaches. I will achieve this goal by developing and applying a robust theoretical scheme to solve the master equation for the transport of single-molecule junctions, where various effective spin Hamiltonians, extracted from first-principles calculations, will be used to describe the molecule.","Molecular spintronics, Molecular nanomagnets, Spin-phonon relaxation, Quantum transport theory, Molecular nanomagnets at the interface, spin relaxation",2025-07-01,2027-06-30,0.00,252728.64,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101202083,HORIZON,Novel analytic methods for precision Higgs boson physics,HINOVA,"One of the current main goals in particle physics is the precise determination of Higgs boson properties, which simultaneously serves as a probe to new physics beyond the Standard Model (SM). The SM has been highly successful in describing the fundamental interactions of nature. However, the nature of the Higgs boson is not completely determined, and unsolved problems such as the origin of dark matter persist. These challenges call for precise studies of Higgs boson properties and searches for new physics, which are being conducted at the Large Hadron Collider (LHC). In this context, precise comparisons between theoretical predictions and experimental measurements in collider observables are crucial, particularly in boosted Higgs boson production associated with a vector boson or jet. These comparisons require advanced multi-loop calculations for higher-order quantum corrections in perturbative Quantum Field Theory.

HINOVA will develop novel analytic techniques for multi-loop calculations, and aim to provide cutting-edge predictions for gluon-fusion Higgs boson production associated with a Z boson or jet at the LHC in the boosted region. Its primary goal is to analytically compute the missing next-to-leading order quantum electroweak corrections for these predictions. The main challenge lies in the calculation of two-loop four-point Feynman integrals involving top quarks, Higgs and gauge bosons. This challenge will be addressed using AsyInt, a novel analytic tool independently developed by the researcher. Its secondary goal is to establish a new method in AsyInt to analytically compute three-loop four-point Feynman integrals involving top quarks at high energies, which appear in next-to-next-to-leading order quantum chromodynamic (QCD) corrections for these predictions. HINOVA will deliver new results and methods that are instrumental for the most precise studies of Higgs boson properties and for new physics searches at the LHC and future high-energy colliders.","Higgs boson physics, Electroweak physics, Collider physics, LHC, Perturbative Quantum Field Theory, Multi-loop Feynman integrals, Scattering amplitudes, Automation and Tools",2025-09-01,2027-08-31,0.00,292118.88,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101203692,HORIZON,Magnetic quantum hopfions as topologically protected states for quantum computing,QUANTHOPF,"The project QUANTHOPF is dedicated to studying the quantum properties of magnetic hopfions -- 3D knot-like topologically protected states, focusing on their possible application in quantum computations. The utilization of topologically protected qubits is particularly appealing in quantum computing because it promises the possibility of error-resistant quantum information storage and processing. On the other hand, nano-sized magnetic solitons, such as 2D skyrmions and 3D hopfions, represent attractive particle-like states with recently discovered quantum properties. In this project, I plan to employ advanced methods of classical and quantum spin systems, such as micromagnetic modeling, the density matrix renormalization group method, and semi-classical approaches, to study the quantum properties of 3D hopfions. Additionally, my goal is to study the dynamics of excitations of these states for constructing gate operations needed for qubit manipulation and performing quantum computation. Furthermore, the design of neutron scattering experiments that can be used to observe hopfions' quantum effects is planned within this project.","Skyrmion, hopfion, topology, quantum computing, Heisenberg model, Dzyaloshinskii-Moryia interaction, magnetic frustrations, spin textures",2025-04-01,2027-03-31,0.00,200400.00,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101209080,HORIZON,Tuning Magnetic Interactions in Covalent-Organic Surface Lattices for Quantum Technologies,MAGNETUNE,"Self-assembled covalent-organic frameworks (COFs) are a cutting-edge approach for exploring novel magnetic properties due to their well-defined, two-dimensional structures and customizable chemical environments. Their unique geometry supports the study of frustrated magnetism, where competing interactions hinder the system from minimizing all forces simultaneously, leading to intriguing quantum spin liquid (QSL) phases. These phases are promising for quantum computing due to their potential for robust qubits and fault-tolerant computation. Unlike bulk materials or multilayer structures, which often face challenges such as uncontrollable defects that can quench quantum properties, COFs on surfaces offer an ideal platform. They provide precise control over lattice symmetry and magnetic interactions while avoiding synthesis complexities and defects. This proposal aims to advance research by developing a novel COF with a frustrated Kagomé-honeycomb (KH) lattice. The originality of this approach lies in combining surface-supported COF synthesis with innovative methods for tuning frustrated magnetism. Specifically, an organic radical linker covalently bonded with inorganic molecular magnets allows for precise tuning of exchange interactions. This is achieved by controlling the spatial overlap between the radical and metal centers through fine-tuning the noble metal substrate’s work function via chemical passivation, enabling reversible switching between different charge states of the radical linker. By creating a model system for controlling magnetic interactions, this approach enhances our ability to manipulate frustrated magnetic ground states on surfaces. It opens new avenues for understanding magnetism and chemistry, with potential applications in topological quantum computing, data storage, and spintronic devices.","Frustrated Magnetism, Organic Radicals, Covalent-Organic Framework, Self-Assembly, Surface Reaction, Ultrathin Films, Chemical Physics",2026-01-05,2028-01-04,0.00,193643.28,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101204572,HORIZON,Reinforcement Learning for Quantum Statistical Physics,RL4QStat,"During the last two decades, Machine Learning (ML) and Artificial Intelligence (AI) tools have created a true paradigm shift and impacted numerous fields and industries. In quantum physics, ML is rapidly gaining popularity and is already being extensively used for variational quantum state representation. Recently, a more ambitious and new research direction is developing where Reinforcement Learning agents could be used to solve quantum statistical problems while improving during the task. This field is still in its infancy and is highly promising to yield efficient and scalable computational tools for physics that would be situated between semi-analytical approximations and brute-force Monte Carlo calculations. In this proposal such tools will be developed for applications in modern quantum many-body physics at finite temperatures. In particular, the goal is to train smart AI agents to sample path integrals that occur in various quantum statistical problems. Important research questions include exploring domain generalization where learned knowledge by the agent can be transferred between tasks. The developed methodology will be applied to challenging systems in condensed matter physics such as many-fermion systems and polaronic systems with memory. Besides providing powerful computational tools, this research on the thrilling synthesis of Reinforcement Learning and quantum statistics will yield new insights and perspectives at the forefront of the current AI explosion in physics.","Reinforcement Learning, Path Integrals, Optimal Control, Importance Sampling, Statistical Physics, Fermions, Polarons, Quantum Physics",2025-09-01,2027-08-31,0.00,250284.72,HORIZON-TMA-MSCA-PF-GF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101202714,HORIZON,Chiral Nanoplatelets Assemblies for Optoelectronic and Spintronic Devices,CHINOS,"Chirality is an inherent property in nature characterized by asymmetry and distinctiveness. Incorporating chirality into semiconductors has provided unique optical and electronic characteristics that differ from those of achiral semiconductors, leading to innovative applications in optical communication and quantum computation. This project aims to comprehensively explore the synthesis of a emerging chiral semiconducting nanomaterial, chiral semiconducting nanoplatelet assemblies, and examine their potential in optoelectronic and spintronic devices. The project is separated to three primary objectives: 1. Develop synthesis methods for chiral nanoplatelet assemblies. 2) Investigate and enhance the chiroptical properties of these assemblies. 3) Integrate the chiral assemblies into photodetectors, LEDs, and spin polarizers. This research will contribute to the advancement of next-generation optical communication and quantum information technologies.","chirality, semiconductors, nanoplatelets, assembly",2025-11-01,2027-10-31,0.00,193643.28,HORIZON-TMA-MSCA-PF-EF,SIGNED,HORIZON-MSCA-2024-PF-01-01,HORIZON.1.2
101122583,HORIZON,Overcoming the sign problem in lattice gauge theories using tensor networks,OverSign,"Tensor networks, and particularly projected entangled pair states (PEPS), are special quantum many-body states that describe strongly-correlated systems well due to their entanglement structure. They have been successfully applied in various scenarios and recently to lattice gauge theories (LGTs) where they outperformed conventional Monte-Carlo calculations and overcame the sign problem in some examples, but mostly in single-space dimensions due to limitations of tensor network methods. A fundamental analogy between PEPS and gauge theories suggests that PEPS are suitable for studying LGTs and that gauge symmetry, often seen as complicating the numerics, can help in overcoming the sign problem and perform efficient tensor network computations in higher dimensions. The overarching goal of this project is to use this analogy in analytical and numerical ways, aiming to (1) analytically devise a comprehensive new formalism for LGT PEPS and the physics they describe by allowing one to construct the optimal PEPS to be used as variational ansatz states when combined with numerical techniques; (2) devise numerical methods for studying LGTs with such PEPS thanks to the analogy, based on sign problem-free variational Monte-Carlo; (3) apply these methods numerically to challenging, non-perturbative models, culminating in SU(3) in 3+1-D, with finite fermionic density, towards quantum chromodynamics. This is expected to overcome the sign problem of such models, thus closing an important, challenging and long-standing gap in the field of non-perturbative physics in general, and gauge theories in particular. The developed methods can be generalized for studying real-time dynamics of quantum field theories, models of quantum gravity, thermal quantum field theories and many other puzzling questions. They will also advance the parallel contemporary approach to LGT - quantum simulations and computations - as some open problems are shared by both approaches.","Tensor Networks, Lattice Gauge Theory, Entanglement, Variational Monte-Carlo, Sign Problem, QCD, Fermions",2024-06-01,2029-05-31,1795300.00,1795300.00,HORIZON-ERC,SIGNED,ERC-2023-COG,HORIZON.1.1
101077500,HORIZON,Quantum Long-Range Networks,QLR-Net,"""Long-range interactions enable a wide range of novel scaling phenomena in the out-of-equilibrium behaviour of quantum systems. These dynamical phases are particularly relevant to quantum computation as they feature enhanced coherent properties and fast spreading of quantum correlations. Currently, long-range interacting systems evade description in terms of the conventional many-body theory toolbox due to their high-connectivity and to the appearance of metastable states, which pose a formidable challenge to state- of-the-art numerical simulations.
QLR-Net hinges on the construction of a unified tool, exemplified in terms of a prototypical many-body theory model, which reproduces the spectral properties of long-range interactions in a modular structure amenable to extensive numerical investigations. Then, the project will focus on the spreading of quantum correlations and entanglement, anomalous dynamics and ergodicity breaking, universal quasistatic dynamics, dynamical phase transitions, pre-thermal phases and universal defect formation. The QLR-Net approach is organized in such a way to provide both basic intuition and formal understanding, while making quantitative predictions for scaling phenomena that can be realised in experiments.
The study of quantum long-range networks will provide at least two solid paths to uncover new physics: 1) First, by reproducing the low-energy physics of long-range interactions in a system with reduced"""" connectivity it will give access to novel phenomena, which shall also appear in fully-connected long-range interacting systems. 2) Secondly, it will provide quantum many-body theory with a novel toolbox to understand critical phenomena in non-homogeneous systems and their role as a source of fresh and vital problems, which could be realised in atomic molecular and optical experiments.
QLR-Net will open a new era of many-body theory, where novel dynamical phases are realised by tuning the low-energy property of interacting systems.""","Long-range interactions, out-of-equilibrium quantum matter, critical phenomena, universal scaling",2024-04-01,2029-03-31,1497801.00,1497801.00,HORIZON-ERC,SIGNED,ERC-2022-STG,HORIZON.1.1
101077420,HORIZON,Devising Reliable Electronic Structure Schemes through Eclectic Design,DRESSED-pCCD,"Modern quantum chemistry reached a remarkable level of description of atoms and molecules and their interactions. Theoretical approaches are particularly helpful when experimental studies are hampered or slowed down due to a trial-and-error approach. In such cases, computational chemistry can provide the much sought-after understanding of molecular properties and reactivity. Unfortunately, conventional wave function models are too expensive for large-scale modeling or require user control on an expert level, while density functional theory may predict unreliable properties. To break the current paradigm of computational chemistry, novel and neat approximations are desirable. One such innovative approach models many-electron systems using electron pair states. Current electron-pair methods are, however, insufficient to reach chemical or spectroscopic accuracy for large molecules of organic electronics and must be extended to (i) accurately describe electron correlations beyond the simple electron-pairing effects, especially in cases where conventional corrections break, (ii) reliably predict molecular properties of both ground and electronically excited states of closed- and open-shell compounds, and (iii) provide an intuitive and black-box platform for non-expert users. These goals will be achieved by (a) dressing electron-pair states with information extracted from multi-reference wave functions using a bottom-up approach, where each step systematically improves the accuracy of the previous model along the ladder of approximation, (b) designing a black-box interface to automatized quantum chemistry calculations using concepts of quantum information theory, and (c) elucidating the structure-properties relationship using the picture of interacting orbitals. The synergy between an inexpensive but reliable quantitative description and the qualitative interpretation of molecular interactions will accelerate the discovery of new materials in organic electronics.","coupled cluster, pair coupled cluster doubles, electron correlation, strong correlation, relativistic effects, electronically excited states, spin-orbit coupling",2023-10-01,2028-09-30,1218088.00,1218088.00,HORIZON-ERC,SIGNED,ERC-2022-STG,HORIZON.1.1
101125449,HORIZON,Quantum Complexity from Quantum Field Theories to Quantum Gravity.,QCOMPLEXITY,"Quantum field theories (QFTs) are our best models to describe nature, from new phases of matter to black holes. Still, to simulate them efficiently, we need to know the best ways to create interesting quantum states from the basic building blocks used in computation. This problem necessitates a precise definition of “quantum complexity”, to quantify what is hard and what is easy in QFTs, and its provision is one of the most urgent problems at the interplay between theoretical physics, quantum information and computation.
This project aims to develop precise measures of the complexity of states and operators in QFTs and apply them, in the holographic correspondence, as new probes of black hole interiors. 
Recent attempts to quantify complexity, pioneered by PI and his group, have explored geometric, path integral and Krylov methods, preparing the ground for a universal approach to complexity in quantum systems. Building on this, the project objectives are to: 
- synthesise and develop complexity measures for QFTs,
- formulate them in exact holographic models,
- apply them to shed new light on the physics behind black-hole horizons and spacetime singularities.
Developing complexity measures in open quantum systems, models with additional symmetries and quantum scars, and quantifying the complexity of modular evolution are among the key milestones to achieve the objectives. Our methods will involve analytical and numerical computations in free and interacting QFTs, including integrability, conformal symmetry, Krylov basis, Arnoldi algorithm, and finally, the AdS/CFT correspondence and quantum gravity. This interdisciplinary and timely project will push the boundaries of our understanding of QFTs and black holes. The new tools that we will develop will allow us to chart the complexity frontier of quantum many-body systems, help to understand thermalisation, and shed light on the behaviour of matter near cosmological singularities relevant to our early universe.","Quantum Information in Quantum Gravity, Quantum Complexity in Quantum Field Theories and AdS, CFT, Holographic Duality, Conformal Field Theory",2024-10-01,2029-09-30,1814566.00,1814566.00,HORIZON-ERC,SIGNED,ERC-2023-COG,HORIZON.1.1
101117138,HORIZON,quantum-enhanced shadows: scalable quantum-to-classical converters,q-shadows,"Large-scale quantum experiments do not work in isolation. Substantial classical computing power is required to control the experiment and process the results. This necessarily creates information-transmission bottlenecks at the interface between quantum and classical realms. These bottlenecks create scalability issues that prevent us from using existing architectures to the best of their capabilities and may even impair our ability to further scale up system sizes.

In this project, we adopt a unifying framework that takes into account all computing resources (quantum and classical). We develop quantum-to-classical converters to overcome information-transmission bottlenecks. Dubbed shadows, they leverage randomization, as well as quantum-enhanced readout strategies to obtain a succinct classical description of an underlying quantum system that can then be used to efficiently predict many features at once. The shadow paradigm is compatible with near-term quantum hardware and utilizes genuine quantum effects that do not have a classical counterpart. Building on these ideas, we also establish rigorous synergies between quantum experiments and classical machine learning. Shadow learning protocols use shadows to succinctly represent training data obtained from actual quantum experiments. A classical training stage then enables data-driven learning of genuine quantum phenomena. Finally, we develop new tools to ensure reliable execution on current quantum hardware, thus bridging the gap between theory and experiment.

My interdisciplinary skill set combines methods from modern computer science with quantum information and has already led to numerous high-impact contributions (e.g. 1 Nature Physics with more than 350 citations and 2 Science publications). These insights form the basis for this larger project, where we lay the foundation for scalable and practical quantum data processing and learning that can keep up and grow with future improvements in quantum technology.","classical shadows, noisy quantum computation, quantum information, rigorous machine learning, quantum simulation, tensor-network representations",2024-07-01,2029-06-30,1500000.00,1500000.00,HORIZON-ERC,SIGNED,ERC-2023-STG,HORIZON.1.1
101115822,HORIZON,Cut-and-paste conjectures and multicurves,CAPCAM,"Knot theory has seen extraordinary developments over the past decades.  The arrival of modern homological knot invariants has had far-reaching implications beyond low-dimensional topology, giving insight into old problems through deep ties between knot theory, algebraic geometry, representation theory, Floer theory, and physics.

My ERC project aims to establish a new perspective on knot homology theories using a new type of invariants, so-called multicurves.  As objects of Fukaya categories of simple surfaces, these multicurve invariants make local versions of knot homology theories amenable to essentially combinatorial techniques.  Thanks to their exceptional geometric and gluing properties, multicurves are ideally suited to implement the divide-and-conquer principle for attacking hard open problems.  In fact, I have not only been directly involved in the definition of three of these invariants, but I have also applied them to resolve several open conjectures in the field already.

The purpose of my research programme is to investigate fundamental open problems in low-dimensional topology that require a deeper understanding of the new technology of multicurves.  To this end, I will pursue the following four lines of basic research:  I will investigate the topological properties of the new invariants and their relation to classical invariants.  I will explore the existence of local versions of various spectral sequences that are known to relate knot homology theories.  I will make the invariants more computable.  Finally, I will apply the generic principles that underlie the definition of multicurves to other settings.","low-dimensional topology,  Heegaard-Floer theories,  Khovanov theories,  Fukaya categories,  quantum invariants",2024-04-01,2029-03-31,1444860.00,1444860.00,HORIZON-ERC,SIGNED,ERC-2023-STG,HORIZON.1.1
